title,score,connect_url
"
鑷村懡鐜╃瑧3
",5.4,/movie/12372
"
姹傛眰浣犺〃鎵垜
",6.5,/movie/6379
"
鏉€鎴悕鍗?",5.4,/movie/6420
"
姝讳骸绌洪棿锛氫綑娉?",6.3,/movie/6980
"
姊︿笌鐙傛兂鐨勭帇鍥?",8.7,/movie/12362
"
澶у洓
",6.9,/movie/12359
"
鏈€鍚庣殑缁炲垜甯?",7.7,/movie/7018
"
鐚涢琛?
",6.7,/movie/7708
"
12鍥炲悎2锛氶噸瑁呬笂闃?",4.9,/movie/8606
"
鑻遍泟涔嬫垬
",3,/movie/11245
"
楝煎▋鍥為瓊I
",6.7,/movie/3891
"
鍥涜鍏崇郴
",7.3,/movie/6592
"
閲嶇敓涔嬮棬
",7.2,/movie/6765
"
涓滄柟蹇溅璋嬫潃妗?",8.3,/movie/12348
"
鏂板渤鐖跺ぇ浜?
",7.3,/movie/12339
"
鏉板厠鍘诲垝鑸?",6.7,/movie/6722
"
宸ㄧ煶闃电伨鍔?",5,/movie/4454
"
瀹囧畽鑻遍泟涔嬭秴閾舵渤浼犺
",6.6,/movie/6781
"
鏃堕棿绠€鍙?",7.4,/movie/12340
"
澶烘ń
",3.6,/movie/12338
"
澶у姏澹?",7.8,/movie/12337
"
12鍥炲悎
",6,/movie/4484
"
鍓戦奔琛屽姩
",7.3,/movie/1077
"
鍚屾鐨勪綘
",6,/movie/11243
"
浜旀敮姝?",8,/movie/7037
"
灏忕尓瀹濊礉2锛氬皬鐚繘鍩?",7.7,/movie/6691
"
[瀛敓瀵嗙爜]DVD鐗?",4.9,/movie/10496
"
鍥藉疂鐤戜簯
",3.4,/movie/12333
"
鍝堣开濉為晣涔嬫垬
",7.5,/movie/6678
"
榛勯噾鍥藉害
",7,/movie/6774
"
鍏ヤ镜闅愮
",5.1,/movie/6679
"
姝讳骸娓告垙
",4.5,/movie/6876
"
鎴戠殑宸ㄥ瀷甯岃厞濠氱ぜ
",6.7,/movie/6887
"
鏉€鎵嬩箶
",6.4,/movie/7140
"
鐙楅晣
",8.5,/movie/7428
"
绮剧柌鍔涘敖
",8.4,/movie/12332
"
楝煎▋鏂板
",6.7,/movie/12331
"
鐏北瀵瑰纰?",6.7,/movie/11786
"
甯冭揪浣╂柉澶чキ搴?",8.7,/movie/12330
"
鐖辨儏鏁呬簨
",6,/movie/6341
"
浼存垜鍚岃
",8.9,/movie/6645
"
婢抽棬椋庝簯
",5.8,/movie/11437
"
鍙嶆亹鐗硅缁?锛氱伀閫熸晳鎻?",5.3,/movie/6323
"
涓€璇哄崈閲?",6.8,/movie/7085
"
鎹夐灏忕簿鐏?
",5,/movie/6984
"
300鍕囧＋锛氬笣鍥藉礇璧?",6.1,/movie/11699
"
鍐ぉ鐨勬晠浜?",5.7,/movie/11522
"
鏋侀€熶竴鐢?",8.4,/movie/12326
"
鐚涢琛?
",5.9,/movie/7689
"
绾镐汉
",6.6,/movie/6749
"
绱洦
",7.5,/movie/6889
"
鑷敱鍥藉害
",6.6,/movie/6734
"
鏈€鍚庝竴绔?",7.4,/movie/6996
"
绁炲尰
",7.5,/movie/12012
"
涔濋《鍋囧彂鐨勫コ瀛?",7.1,/movie/12323
"
鑰佹灙
",8.2,/movie/12322
"
鍚堟硶鍓湰
",7.6,/movie/6812
"
濉旂帥鎷壜峰痉椴?",6.3,/movie/6779
"
鏈堣壊鎾╀汉
",7.4,/movie/6841
"
绾噣鑴嗗急鐨勫績
",6.5,/movie/12321
"
娣卞璋冮
",6.3,/movie/12320
"
杈归櫜
",5.3,/movie/6977
"
鍦扮嫳
",6.9,/movie/6719
"
璋嶅奖杩烽瓊
",7.1,/movie/6669
"
瀹岀編鍋囧168
",4.9,/movie/11495
"
娓呴』浼氳
",7.1,/movie/12315
"
鍖瑰か
",5.5,/movie/4135
"
鏈€浼熷ぇ鐨?",7.4,/movie/7203
"
閽荤煶13
",5.4,/movie/6921
"
鎴戜滑鎵€鐭ラ亾鐨勭敓娲?",6.9,/movie/6565
"
姝诲洑婕
",7.9,/movie/6738
"
榻愯叞娣?",6.2,/movie/6821
"
鐙傞噹涔嬫渤
",7.2,/movie/6611
"
缇庡懗姣掑
",7.8,/movie/12008
"
鑱槑鐨勪竴浼戜箣鍙嶆枟鍏富
",5.4,/movie/12110
"
鏀炬墜鐖?",2.3,/movie/12017
"
鎾炶溅
",8.6,/movie/6865
"
鍧犲叆
",8.5,/movie/7040
"
鎴樻椂鍐ぉ
",7.2,/movie/6879
"
鍛ㄦ湯澶滅媯鐑?",7.8,/movie/7265
"
鑽鐢熸椿鏇寸編濂?",6.3,/movie/12283
"
鏈哄姩鎴樺＋楂樿揪鐙鍏?锛氬僵铏圭殑鍙︿竴绔?",9,/movie/12282
"
鏍″洯钃濊皟
",7,/movie/12281
"
鏈€鍚庣殑鎽╂牴鎴樺＋
",7.5,/movie/6974
"
浠欏璋嬫潃妗?",6.1,/movie/6918
"
鐢峰涓嶅摥
",8,/movie/6776
"
鐩茬洰绾︿細
",6.4,/movie/6814
"
缁撲箟鍏勫紵
",7,/movie/6626
"
绾㈣壊涔嬭矾
",7.3,/movie/6813
"
澶ц仈鐩?",7.6,/movie/6662
"
闃跨帥杩綏
",7.6,/movie/6438
"
瓒崇悆娴佹皳1
",8,/movie/6973
"
骞歌繍鏄熷崲鍏?",6.4,/movie/6536
"
鎴戠殑鍥炲繂
",8.7,/movie/6901
"
鍥存崟
",7.4,/movie/6756
"
榛戣壊鎵嬮搻
",6.2,/movie/12272
"
宸ㄥぇ濂囪抗
",7.3,/movie/4114
"
榛戝府澶╁爞锛氳€惰矾鎾掑喎
",7.6,/movie/6609
"
鑿叉礇姊呭
",8.4,/movie/11296
"
鍟ら厭鑺?",5.9,/movie/6989
"
鍦ｈ
",8.4,/movie/9016
"
鎵€鏈夌編濂界殑涓滆タ
",6.6,/movie/6628
"
褰煎哺鑺?",8.3,/movie/6504
"
鎯呬汉缁?",6.4,/movie/6745
"
鎽囧晩鎽囷紝鎽囧埌澶栧﹩妗?",6.9,/movie/6395
"
鎴樺湴鎭堕瓟
",7.4,/movie/12268
"
钂欑緸涔嬫梾
",6.3,/movie/12269
"
闆烽攱鐨勫井绗?",4.9,/movie/7560
"
鐙欏嚮鑱屼笟鏉€鎵?",6.6,/movie/6761
"
璀﹀療瀛︽牎7锛氳繘鍐涜帿鏂
",6.6,/movie/12266
"
榄旈缁崇粨
",5.3,/movie/12261
"
铚蜂紡
",5.7,/movie/12260
"
鎴戠殑鏈€鐖?",7.5,/movie/6714
"
缃埍
",5.7,/movie/6828
"
涔愰珮澶х數褰?",7.9,/movie/12208
"
璀﹀療瀛︽牎6锛氳В鏁戝洿鍩?",6.8,/movie/12255
"
骞冲父鐨勫績
",8.3,/movie/12254
"
鍔犳补绔欒琚簨浠?
",6.6,/movie/6883
"
鏈€鍚庣殑鍏靛洟
",5.5,/movie/6986
"
鐚涘嚮
",6,/movie/12253
"
濮ㄥ鐨勫悗鐜颁唬鐢熸椿
",7,/movie/6972
"
鍗辩嫳鎯婃儏
",5.6,/movie/6588
"
鐩楅┈璁?",5.1,/movie/11490
"
閽㈤搧鏃朵唬
",7.3,/movie/12251
"
璀﹀療瀛︽牎5锛氳繄闃垮瘑涔嬫梾
",7.2,/movie/12250
"
閽箣鐐奸噾鏈笀锛氬徆鎭箣涓樼殑鍦ｆ槦
",7.2,/movie/6690
"
绮捐嫳閮ㄩ槦2
",8.7,/movie/4635
"
鏈潵瀛﹀ぇ浼?",7.5,/movie/10887
"
涓€涓汉鐨勭獊鍑婚槦
",5.5,/movie/12235
"
鏈€鍚庣殑鍋囨湡
",7.7,/movie/12234
"
鏃犲鐨勭敺瀛?",7.4,/movie/6838
"
鍜捖蜂笣
",4.9,/movie/9034
"
娣橀噾璁?",8.9,/movie/12232
"
鎬濈淮绌洪棿
",6.5,/movie/12231
"
鍥炲鐨勮矾
",8.5,/movie/12230
"
鍥涗釜濠氱ぜ涓€涓懍绀?",7.4,/movie/6442
"
鍋峰績璐?",6.2,/movie/12227
"
鍊掗湁鍛借繍
",6.7,/movie/12225
"
瀛芥亱鐒氭儏
",7.6,/movie/6820
"
鐗瑰伐鑹剧背鎷?",2.7,/movie/11705
"
涓€浠ｉ獎椹?",7.8,/movie/6443
"
鍞惵锋捣鏄庡▉
",6,/movie/12223
"
璀﹀療瀛︽牎4锛氬叏姘戣瀵?",7.2,/movie/12224
"
鏄熼檯鍔毦
",5.2,/movie/12221
"
鎴戝斁寮冧綘鐨勫潫澧?",6.1,/movie/6346
"
鐗瑰伐鐙傝姳
",6.9,/movie/6733
"
浜虹毊瀹㈡爤1
",6.5,/movie/8958
"
楂樹簬鐢熸椿
",7.6,/movie/12220
"
鐤嫍寮哄凹
",7,/movie/6684
"
涓嶈壇鐢峰コ
",6.1,/movie/6439
"
鐭瓙褰撻亾
",7,/movie/6759
"
鑷村懡濂充汉棣?",6.3,/movie/12219
"
鏄ㄥ鎯呮繁
",6.9,/movie/12218
"
鍋氱敓鎰忕殑鐢峰
",5,/movie/6621
"
鐧芥棩鐒扮伀
",7.1,/movie/11363
"
鏆戝亣浣滀笟
",7.2,/movie/12217
"
鏁板埌闆?",7.7,/movie/12216
"
瓒崇悆灏ょ墿
",7.2,/movie/6396
"
鏈€鍚庝竴娆￠┍榄?
",5.9,/movie/6827
"
鐢扮娌?",7.1,/movie/6299
"
姝ｄ箟鑱旂洘锛氭椂闂村洶澧?",5.7,/movie/12214
"
鍒?",6.4,/movie/12212
"
鍐疯鎯婇瓊
",7.7,/movie/12211
"
鎴愬姛涔嬮亾
",7.4,/movie/12213
"
100娆″摥娉?",5.3,/movie/11698
"
琛€鍩熺噧鐑?",6,/movie/11928
"
鍏呮皵濞冨▋涔嬫亱
",7.5,/movie/6661
"
瑙ｇ爜瀹夊Ξ路甯曞厠
",6.6,/movie/12124
"
澶у湴闆勫績
",7.7,/movie/12209
"
瀛ゅ矝娴敓
",6.9,/movie/12210
"
杩介绛濈殑浜?",8.1,/movie/6766
"
浜戞按璋?",6.7,/movie/6477
"
琚瘏鍜掔殑娓告垙
",6.1,/movie/12207
"
缁堟瀬鏂楀＋3锛氳祹缃?",7.3,/movie/3249
"
鐪嬭澶╁爞
",7.6,/movie/9014
"
淇濇寔鍐烽潤
",5.4,/movie/6368
"
鎵樺崱鍒楀か
",5,/movie/12059
"
璀﹀療瀛︽牎3锛氬垵涓轰汉甯?",7.1,/movie/12204
"
鑸炲嚭鎴戜汉鐢烮I
",7.1,/movie/1080
"
娴峰簳涓や竾閲?",7.1,/movie/12193
"
鍩哄湴鐤戜簯
",6.7,/movie/6507
"
涓栫晫鍐嶈
",6.3,/movie/12203
"
2046
",7,/movie/12192
"
璐濆皵濂冲帆钀︾粫
",4.9,/movie/12191
"
涓や釜蹇冭剰
",6.3,/movie/12188
"
鎬尰鏉滃埄寰?",6.5,/movie/6720
"
鍕囪€呮棤鎯?",8.1,/movie/12189
"
鍗遍櫓宸ヤ綔
",6.6,/movie/12190
"
榄旀硶涔嬪
",6.8,/movie/12187
"
瓒婄┖杩藉嚮
",5.1,/movie/6349
"
鎬庢牱閮借
",7.8,/movie/9028
"
鏃犲敖鐨勭埍
",5.9,/movie/12176
"
浼婂か鍦ｇ綏鍏颁紶
",6.6,/movie/12175
"
閲戝蹇溅
",6.5,/movie/10514
"
澶滃箷
",7.2,/movie/6187
"
楸肩几
",7.4,/movie/6268
"
淇′话璐炬柉姹€路姣斾集
",5.1,/movie/12173
"
浜虹尶娉板北
",5.8,/movie/12172
"
浜虹嫍濂囩紭
",8.3,/movie/6394
"
缇庡浗寰€浜?",9,/movie/6433
"
缁堟瀬鏂楀＋2
",6.7,/movie/12170
"
浜虹被璧勯噾
",4.9,/movie/12169
"
璇ユ鐨勬瓕寰?",7.5,/movie/12168
"
婊戠ń琛ㄦ紨
",7.7,/movie/6576
"
浼凹
",7.5,/movie/6688
"
寰佸骞垮憡
",6.6,/movie/6256
"
鐪熷亣鍏富
",7,/movie/6238
"
瑕佸懡娉曞垯
",6,/movie/6235
"
瀵绘壘閲戦挓鏃?",7.2,/movie/5848
"
鐖辨儏杈句汉
",4.9,/movie/12167
"
璁板繂涓殑椋庣惔
",7.7,/movie/12165
"
灞炰簬浣犵殑鎴戠殑鍒濇亱
",7.2,/movie/6324
"
榛戞疆
",8,/movie/6344
"
鍔ㄧ墿鐜嬪浗
",6.8,/movie/6689
"
娑ㄦ疆娴峰哺
",7.1,/movie/9029
"
寮傝兘
",5.6,/movie/5753
"
濡堝挭
",4.9,/movie/7911
"
鍏充簬涓€涓敺瀛?",7.3,/movie/7226
"
寮傚父鐫＄湢
",6.2,/movie/6058
"
灏忕尓瀹濊礉1
",7.9,/movie/6566
"
鍊斿己鐨勮悵鍗?",5.3,/movie/6610
"
宸撮粠鏈€鍚庢帰鎴?",7.3,/movie/6856
"
楠戝脊椋炶
",6.5,/movie/12163
"
瀚岀枒浜?",7.1,/movie/11739
"
浠ョ溂鏉€浜?",6.5,/movie/5738
"
鍐嶉€犳垬澹?锛氶噸鐢?",4.9,/movie/5932
"
澶╅箙缁掗噾鐭?",8.4,/movie/12162
"
姘歌繙娲讳笅鍘?",8.2,/movie/12160
"
娈夐毦鑰?",6.8,/movie/6040
"
鎽囨粴榛戝府
",7.3,/movie/5959
"
姣嶅コ鎯呮繁
",8,/movie/12159
"
鎼忓嚮淇变箰閮?",9.1,/movie/704
"
渚︽帰椹緳
",5.4,/movie/6264
"
寰佹湇
",7.2,/movie/8999
"
璀﹀療瀛︽牎2锛氬垵闇查攱鑺?",7.3,/movie/12153
"
骞诲奖杞︾3
",6.9,/movie/12151
"
婕傛诞鐨勬懇澶╂ゼ
",6.2,/movie/12152
"
鎰忓涔嬪か
",5.8,/movie/6178
"
浼橀泤鐨勪笘鐣?",7.5,/movie/6071
"
鍑舵伓
",6.7,/movie/12048
"
鍐嶉€犳垬澹?锛氬弽鏀绘椂鍒?",5.2,/movie/5902
"
姝ｄ箟鏉€鎴?",6.3,/movie/6118
"
鍦扮嫳瀹濊礉
",4.9,/movie/12150
"
寮備笘娴敓
",7.2,/movie/6244
"
澶滄€讳細鐪嬮棬浜?",7,/movie/6128
"
涓婂笣涔嬪瓙
",6.7,/movie/12146
"
钀ㄥ痉宀?",2.9,/movie/12145
"
鐙兼邯1
",5.7,/movie/12144
"
纭眽濂剁埜
",4.3,/movie/11706
"
鍗堥鐩?",7.9,/movie/12128
"
鍚屽眿
",6,/movie/12049
"
鐙兼邯2
",6.5,/movie/12127
"
鍔犲窞闈″眬
",4.9,/movie/12126
"
鐖卞ス鐨勬灙
",4.7,/movie/12125
"
杩囩晫鐢峰コ
",5.6,/movie/11463
"
鍒濇亱鏈弧
",6.3,/movie/9331
"
鏈堜寒涓婄殑鐢蜂汉
",7.8,/movie/8990
"
鍐嶈锛屾€绘湁涓€澶?",7.4,/movie/6279
"
[澶у瘨妗冭姳寮€]DVD鐗?",3,/movie/11356
"
涓夋棩鍒烘潃
",6.4,/movie/11638
"
闃冲厜娓呮礂
",7.6,/movie/6078
"
鎽囨粴鍚歌楝?",5.9,/movie/6151
"
楦熶汉
",8.3,/movie/8523
"
鑷冲皧瀵瑰喅
",6.2,/movie/6281
"
鎴樼暐楂樻墜
",6.2,/movie/5870
"
杩愯浆涔惧潳
",7.5,/movie/6236
"
骞界伒鎴橀槦
",5.6,/movie/5949
"
鍑拻蹇呴』姝?",7.8,/movie/12117
"
濂囪皨濡欒浜旂鏄?",7.3,/movie/7752
"
鍕囨暍鐨勪汉
",7,/movie/6168
"
绉绘皯
",6.5,/movie/11727
"
瀵绘壘鍩冮噷鍏?",7.5,/movie/6056
"
绗斾粰鎯婇瓊3
",3.2,/movie/11702
"
涔′笅浜?",4.7,/movie/12116
"
寮傞偊浜猴細鏃犵殗鍒冭碍
",8.1,/movie/6295
"
瀹囧畽澶х垎鐐?",5.1,/movie/6261
"
鍐嶉€犳垬澹?
",6.4,/movie/5894
"
璀﹀療瀛︽牎1
",7.8,/movie/12115
"
瀵诲疂鍋囨湡1
",6.5,/movie/5881
"
浼婃媺鍏嬫伓鐙艰胺
",6.7,/movie/6266
"
澶忔棩绀虹埍
",4.9,/movie/9580
"
鑻忛晣宸コ
",6.6,/movie/11877
"
鎶樼（
",5.4,/movie/6255
"
鑷村懡娴极
",8,/movie/9000
"
棰犲€掔殑甯曠壒鐜?",7.8,/movie/12111
"
钁涙礇鑾変簹
",7,/movie/10720
"
鐢ㄥ績妫?",8.6,/movie/9024
"
鏈堟弧杞╁凹璇?",6.5,/movie/6153
"
鐏电姮闆帀
",8,/movie/12098
"
閾佽矾鍔冲伐
",6.3,/movie/12096
"
鎯婄垎鐐?",7.3,/movie/8989
"
鏈堝厜鍏夊績鎱屾厡10
",4.9,/movie/5884
"
杩界埍澶у竷灞€
",6,/movie/11714
"
涓浗鐩婃櫤娓告垙
",7.6,/movie/12081
"
闃呭悗鍗崇剼
",7,/movie/5791
"
閫犵墿寮勪汉
",7.2,/movie/6036
"
灏忓ソ銆佸皬楹汇€佷綈鍜屽瓙
",7.8,/movie/12080
"
鍚戦槼澶勭殑濂?",7.9,/movie/12079
"
鐢峰浠拰鍚夌害濮?",7.1,/movie/12072
"
澶хɑ鍩?",5.7,/movie/12074
"
杩欏氨鏄嫳鏍煎叞
",7.9,/movie/6280
"
鑺濆姞鍝?",8.2,/movie/5933
"
缁堟瀬灏栧叺
",6.7,/movie/6302
"
灏戝勾鏂淳缁寸殑濂囧紓鏃呰
",8.4,/movie/12071
"
鎴樼伀灞犲煄
",8.3,/movie/6169
"
鎵鹃敊鍑舵墜鏉€閿欎汉
",8.3,/movie/6269
"
涓瘨
",5.6,/movie/6257
"
鍒涳細鎴樿
",6.3,/movie/3727
"
钁ぜ涓婄殑姝讳骸
",6.5,/movie/5971
"
鎷晳鐢熷懡
",7.2,/movie/6248
"
鐤媯鐨勭背缃?",5.5,/movie/12061
"
鍗佷簩澶?",8.4,/movie/12060
"
涓€涓鏉傛晠浜?",5.8,/movie/12058
"
娓镐緺
",6,/movie/6180
"
鏈変汉鍦ㄥ悧
",7.7,/movie/8960
"
鐙变腑璞澃
",6.5,/movie/6190
"
鐩熷啗澶哄疂闃?",5.5,/movie/11419
"
钂稿彂鐨勬懇鏍瑰か濡?",6,/movie/6247
"
鑷村懡绱綏鍏?",5.1,/movie/5831
"
缁堢偣涔嬪煄
",6.9,/movie/6316
"
閲嶆琛屽姩缁?",6,/movie/6045
"
搴炶礉鏈棩
",5.9,/movie/11573
"
姣掓垬
",7.1,/movie/8899
"
澶钩闂撮椆楝间簨浠?
",5.6,/movie/7346
"
閬囪娉㈣帀
",6.3,/movie/6035
"
鍙堕棶锛氱粓鏋佷竴鎴?",6.2,/movie/7805
"
閲庡吔瀹跺洯
",6.8,/movie/6041
"
閲庡吔
",6.7,/movie/5778
"
閲庤洰鍏ヤ镜
",7.8,/movie/6347
"
姘镐笉鍥炲ご
",5.4,/movie/6252
"
楣板椴?",7.6,/movie/6278
"
闃村吔
",5.6,/movie/6179
"
閬楄█
",6.5,/movie/5944
"
楠屼激
",7,/movie/6115
"
椹┈浜鸿帿鍏扮壒
",7.4,/movie/6039
"
琛€鑵ュ阀鍏嬪姏
",5.3,/movie/6186
"
琛€涔?",5.1,/movie/5958
"
鐜╀箰鏃堕棿
",8.7,/movie/9021
"
涓捐捣鎵嬫潵2锛氳拷鍑婚樋澶氫父鍙?",3.6,/movie/12052
"
[璧よ８鐨勭編濂堝瓙]DVD鐗?",,/movie/12051
"
鍚歌楝煎闄?",5,/movie/12050
"
涓捐捣鎵嬫潵1
",6,/movie/12047
"
鑷村懡鍥村洶
",5.3,/movie/6271
"
涓嶅畨鐨勭瀛?",5.3,/movie/12046
"
姝ｉ
",4.9,/movie/12045
"
濂楀埄浜ゆ槗
",6.7,/movie/6665
"
閾舵渤杩界級浠?",7.5,/movie/6167
"
闃冲厜涓芥€?",6.5,/movie/12044
"
鎭朵汉鐨勯亾璺?",3.8,/movie/12042
"
鎴橀附鎬诲姩鍛?",6.4,/movie/5756
"
姘告亽鏃跺埢
",8.5,/movie/5961
"
鏈€鍚庣殑涔樺
",5.3,/movie/12041
"
鏈烘鎴樿
",6.3,/movie/11425
"
榛勬捣
",8.1,/movie/12040
"
褰卞瓙鍐欐墜
",7.5,/movie/6130
"
琛€鍊鸿鍋?",5,/movie/5880
"
鍦ㄤ竴璧?",4.9,/movie/7308
"
鏃╃啛
",6.5,/movie/6012
"
鍥″洝
",6.1,/movie/8000
"
鐔旂倝
",9,/movie/12038
"
绁栭瞾
",6.4,/movie/12033
"
涓€涔濆洓浜?",7.1,/movie/7222
"
鍐嶇敓鍙?",6.4,/movie/5901
"
涓冨ぉ
",6.7,/movie/12015
"
鏈堝厜鍏夊績鎱屾厡9
",5.8,/movie/5779
"
琛€鑹插叆渚?",7.6,/movie/6165
"
閫冪寰烽粦鍏?",8.3,/movie/7182
"
缇庣湁鏍℃帰
",6.6,/movie/11641
"
鑷村懡寮亾5
",,/movie/12013
"
鐪╂檿
",5.6,/movie/6076
"
濂宠浌
",6.5,/movie/7201
"
缁挎灄澶у啋闄?",6.1,/movie/7783
"
濂?",8.3,/movie/11051
"
鎬墿
",5.7,/movie/12011
"
鍗佷簩鐢熻倴
",6.8,/movie/7291
"
鎽囨粴澶忎护钀?
",5.6,/movie/5867
"
AKB48蹇冪▼绾疄3锛氬皯濂崇溂娉殑鑳屽悗
",8.5,/movie/12009
"
灏村艾鏃跺埢
",5.8,/movie/12006
"
澶╅瓟
",7.3,/movie/6185
"
閫冧箣澶き
",6.6,/movie/6087
"
绯栨灉
",7.5,/movie/6184
"
娉版．
",7.5,/movie/5864
"
鏃犲０椋庨搩
",7.3,/movie/9043
"
澶╃敓濂芥墜
",7.4,/movie/6124
"
鐙╃寧
",8.9,/movie/7779
"
瀵绘壘鍚屾鐨勪綘
",,/movie/12003
"
澶忓▉澶?",8.3,/movie/12002
"
绁炴帰杩界級浠?",5.5,/movie/6618
"
閫嗚浆瑁佸垽
",6,/movie/6535
"
娉㈤瞾椴佸啺闆ぇ鍐掗櫓
",6.5,/movie/7780
"
閽㈡儏
",,/movie/12000
"
鍦ㄦ亹鎯т腑
",4.9,/movie/11996
"
鍐嶈涓€娆℃垜鐖变綘
",6.1,/movie/5996
"
鐜╁彌娓告垙
",6.3,/movie/5853
"
杩欐槸涓夐噷灞?",5.6,/movie/11997
"
涔?",6.6,/movie/11993
"
浜岄緳婀栨旦鍝ヤ箣椋庝簯鍐嶈捣
",6.7,/movie/11992
"
鎴戠埍HK2013鎭泹鍙戣储
",5.5,/movie/7838
"
灏忛涓婅矾2
",6.1,/movie/5968
"
绾︿細涔嬪
",6.8,/movie/6253
"
鎽囨憜灏戝コ
",8.1,/movie/6127
"
瀹挎晫
",6.9,/movie/11991
"
闈掓槬濡傛湡2锛氶潚鏄ユⅵ鎯?",,/movie/11987
"
涔岄緳楠戝＋鍥?",4.7,/movie/11986
"
澶╄祼
",5.6,/movie/6197
"
妗冭壊浜ゆ槗
",7.2,/movie/5899
"
榛勯噾涓夐晼瀹?",9.1,/movie/11983
"
閲嶇敓鐢蜂汉
",7.2,/movie/6046
"
鏅洪娇
",6.1,/movie/5962
"
鐜嬬墝鎾煶鍛?
",6,/movie/11979
"
鐪煎墠鐨勭敓娲?",7.1,/movie/6265
"
鏃╅淇变箰閮?",8.1,/movie/6181
"
鎭堕瓟棰勪骇鏈?",4.3,/movie/11970
"
澶ч挗鐞?",5.7,/movie/11969
"
鍖栧甯?",3,/movie/11491
"
闊充箰涔嬪０
",8.9,/movie/5754
"
濠寸伒鎭舵常
",5.3,/movie/5822
"
缁濆懡璧屽眬
",6.5,/movie/11966
"
閲庝笢瑗?",7,/movie/6326
"
璀﹀療鏁呬簨2013
",5.7,/movie/10988
"
妗岄潰瓒崇悆
",7,/movie/11965
"
铦欒潬渚犱箣瀛?",6.4,/movie/11964
"
鍔冲姩鑺?",7.8,/movie/11962
"
鐏
",7.5,/movie/11961
"
瑗跨彮鐗欏叕瀵?",7.9,/movie/11960
"
鎴戝湪璺笂鏈€鐖变綘
",3.4,/movie/11735
"
閲嶉噾鎽囨粴鍙岄潰浜?",7,/movie/9017
"
缁堟瀬闈㈣瘯
",6.8,/movie/5792
"
寰佹湇鎬掓捣
",6.6,/movie/6270
"
鐝嶇埍
",8,/movie/6072
"
杩滅璧屽煄
",8.1,/movie/5981
"
澶滈瓟
",6.8,/movie/5819
"
绐堢獣濂剁埜
",7.5,/movie/5960
"
灏忓皬鐨勭櫧鑹茶皫瑷€
",8.2,/movie/5994
"
鍒濇潵涔嶅埌
",6,/movie/7367
"
缁堟瀬鎮嶅皢
",6.6,/movie/5832
"
娆叉湜閮藉競2
",6.5,/movie/5790
"
琛€閽?",8.2,/movie/5752
"
鏃犵睄鑰?",5.1,/movie/5827
"
澶╁爞鍙?",5.4,/movie/5957
"
澶╃敓鏉€浜虹媯
",8.2,/movie/6217
"
鐗硅鍒ゅ畼
",6.3,/movie/5761
"
娉板崡鎷?",6.7,/movie/5776
"
鍐崼鍔?
",5.2,/movie/11093
"
鐪熸儏鍋囩埍
",6.3,/movie/6301
"
鎴樹簤鍏徃
",5.8,/movie/6337
"
姘镐笉濡ュ崗
",8.1,/movie/5883
"
鑹轰紟鍥炲繂褰?",6.5,/movie/5850
"
閲戦浮3
",6.3,/movie/11955
"
绉婚瓊閮藉競
",7.8,/movie/6188
"
浼婄敻婀?",7.3,/movie/5929
"
閲庨箙鏁㈡闃?",7.9,/movie/5900
"
鎽囨粴澶忎护钀?
",6.1,/movie/5818
"
鐢滆湝鏉€鏈?",6.1,/movie/11242
"
鍕囪€呬紶璇?",6.9,/movie/6117
"
鐟滀冀鐔?",5.9,/movie/5931
"
鐪熺埍涔嬪惢
",6.6,/movie/5782
"
鑷村懡娓告垙
",,/movie/6119
"
瓒婂厜瀹濈洅
",5,/movie/5830
"
娆叉湜閮藉競1
",7.5,/movie/5755
"
澶╁湴鑻遍泟
",6.1,/movie/5846
"
閫冧骸涔愰槦
",6.8,/movie/5815
"
灞忔伅
",6.4,/movie/11303
"
鍚涓嬮洦鐨勫０闊?",5.3,/movie/11673
"
鎴戠殑閭诲眳灞辩敯鍚?",8.7,/movie/5817
"
鏃犺闂媿澶?",8.1,/movie/6016
"
瀵绘壘姊﹀够宀?",7.7,/movie/5788
"
涔旂惓濞?",6.8,/movie/4928
"
鐜夎闊?",5.9,/movie/5950
"
姝ｅ崍
",8.3,/movie/11944
"
蹇犲ジ浜?",8,/movie/6044
"
骞界伒楝煎眿
",5.8,/movie/6189
"
搴斿彫濂冲弸
",5.3,/movie/6059
"
娉拌嫢鏄熺悆
",6.9,/movie/6123
"
鎶㈠姭鍧氭灉搴?",6.2,/movie/11640
"
鍡滆鏍″洯
",4.2,/movie/11927
"
闃夸俊鐢靛奖鐗?",7.6,/movie/11925
"
瓒婄嫳鐗瑰埆绡囷細鏈€鍚庝竴瓒?",7.8,/movie/5780
"
椋炶秺闀跨敓
",7.6,/movie/11911
"
绂诲法鏄熶簩鍗佽嫳灏?",7.5,/movie/11906
"
椋庝織搴椾箣琛屾敼鍙樹簡鎴戠殑浜虹敓
",5.5,/movie/11908
"
鑸炲彴鎯婇瓊
",5,/movie/11907
"
涓庣帇涓€澶?",6.2,/movie/11901
"
骞垮矝涔嬫亱
",7.7,/movie/11900
"
閫冨嚭娲涙潐鐭?",6.3,/movie/6030
"
澶╅檷濂囧叺
",6.8,/movie/5816
"
鎬掕檸鐙傞緳
",6.3,/movie/5964
"
鍦ｆ畤
",7.7,/movie/7460
"
澶┖榛戠尒鐚?",6,/movie/6029
"
绯栨灉灞嬪ぇ閬?",6,/movie/11896
